"";"rua";"cohort";"sex";"agegr";"year";"endpoint";"events";"followupyears"
"45273";"FIN-WESa";1;"Men";"65-69";1998;"CHD1";2;140.5506
"45274";"FIN-WESa";1;"Men";"65-69";1999;"CHD1";1;130.616
"45275";"FIN-WESa";1;"Men";"65-69";2000;"CHD1";2;133.979
"45276";"FIN-WESa";1;"Men";"65-69";2001;"CHD1";1;127.491
"45277";"FIN-WESa";1;"Men";"65-69";2002;"CHD1";3;123.8174
"45278";"FIN-WESa";1;"Men";"65-69";2003;"CHD1";0;119.7577
"45279";"FIN-WESa";1;"Men";"65-69";2004;"CHD1";1;125.4316
"45280";"FIN-WESa";1;"Men";"65-69";2005;"CHD1";0;112.072
"45281";"FIN-WESa";1;"Men";"65-69";2006;"CHD1";3;109.9154
"45282";"FIN-WESa";1;"Men";"70-74";1988;"CHD1";0;6.731652
"45283";"FIN-WESa";1;"Men";"70-74";1989;"CHD1";1;26.84496
"45284";"FIN-WESa";1;"Men";"70-74";1990;"CHD1";2;51.13794
"45285";"FIN-WESa";1;"Men";"70-74";1991;"CHD1";0;82.43986
"45286";"FIN-WESa";1;"Men";"70-74";1992;"CHD1";1;115.5628
"45287";"FIN-WESa";1;"Men";"70-74";1993;"CHD1";1;141.5424
"45288";"FIN-WESa";1;"Men";"70-74";1994;"CHD1";2;151.3825
"45289";"FIN-WESa";1;"Men";"70-74";1995;"CHD1";1;149.2464
"45290";"FIN-WESa";1;"Men";"70-74";1996;"CHD1";3;143.1146
"45291";"FIN-WESa";1;"Men";"70-74";1997;"CHD1";4;139.6996
"45292";"FIN-WESa";1;"Men";"70-74";1998;"CHD1";0;133.5307
"45293";"FIN-WESa";1;"Men";"70-74";1999;"CHD1";3;124.7134
"45294";"FIN-WESa";1;"Men";"70-74";2000;"CHD1";3;120.003
"45295";"FIN-WESa";1;"Men";"70-74";2001;"CHD1";2;119.7258
"45296";"FIN-WESa";1;"Men";"70-74";2002;"CHD1";1;117.9504
"45297";"FIN-WESa";1;"Men";"70-74";2003;"CHD1";2;117.3507
"45298";"FIN-WESa";1;"Men";"70-74";2004;"CHD1";0;108.699
"45299";"FIN-WESa";1;"Men";"70-74";2005;"CHD1";1;113.4743
"45300";"FIN-WESa";1;"Men";"70-74";2006;"CHD1";1;109.6064
"45301";"FIN-WESa";1;"Men";">74";1993;"CHD1";0;3.943195
"45302";"FIN-WESa";1;"Men";">74";1994;"CHD1";0;16.31772
"45303";"FIN-WESa";1;"Men";">74";1995;"CHD1";0;38.36792
"45304";"FIN-WESa";1;"Men";">74";1996;"CHD1";0;67.48799
"45305";"FIN-WESa";1;"Men";">74";1997;"CHD1";0;93.61246
"45306";"FIN-WESa";1;"Men";">74";1998;"CHD1";1;114.1834
"45307";"FIN-WESa";1;"Men";">74";1999;"CHD1";1;134.0723
"45308";"FIN-WESa";1;"Men";">74";2000;"CHD1";2;143.6767
"45309";"FIN-WESa";1;"Men";">74";2001;"CHD1";2;150.5232
"45310";"FIN-WESa";1;"Men";">74";2002;"CHD1";6;159.454
"45311";"FIN-WESa";1;"Men";">74";2003;"CHD1";2;164.962
"45312";"FIN-WESa";1;"Men";">74";2004;"CHD1";4;171.3176
"45313";"FIN-WESa";1;"Men";">74";2005;"CHD1";5;177.8545
"45314";"FIN-WESa";1;"Men";">74";2006;"CHD1";6;183.9662
"48651";"FIN-WESa";1;"Men";"<35";1982;"STROKE1";0;315.5462
"48652";"FIN-WESa";1;"Men";"<35";1983;"STROKE1";0;326.908
"48653";"FIN-WESa";1;"Men";"<35";1984;"STROKE1";0;285.8194
"48654";"FIN-WESa";1;"Men";"<35";1985;"STROKE1";0;254.4454
"48655";"FIN-WESa";1;"Men";"<35";1986;"STROKE1";0;216.8586
"48656";"FIN-WESa";1;"Men";"<35";1987;"STROKE1";0;180.0798
"48657";"FIN-WESa";1;"Men";"<35";1988;"STROKE1";0;142.378
"48658";"FIN-WESa";1;"Men";"<35";1989;"STROKE1";0;108.301
"48659";"FIN-WESa";1;"Men";"<35";1990;"STROKE1";0;71.22148
"48660";"FIN-WESa";1;"Men";"<35";1991;"STROKE1";0;31.03147
"48661";"FIN-WESa";1;"Men";"<35";1992;"STROKE1";0;2.67235
"48662";"FIN-WESa";1;"Men";"35-44";1982;"STROKE1";0;322.0154
"48663";"FIN-WESa";1;"Men";"35-44";1983;"STROKE1";0;384.2383
"48664";"FIN-WESa";1;"Men";"35-44";1984;"STROKE1";0;389.633
"48665";"FIN-WESa";1;"Men";"35-44";1985;"STROKE1";0;388.4736
"48666";"FIN-WESa";1;"Men";"35-44";1986;"STROKE1";0;391.313
"48667";"FIN-WESa";1;"Men";"35-44";1987;"STROKE1";0;388.9042
"48668";"FIN-WESa";1;"Men";"35-44";1988;"STROKE1";0;397.4356
"48669";"FIN-WESa";1;"Men";"35-44";1989;"STROKE1";1;398.2252
"48670";"FIN-WESa";1;"Men";"35-44";1990;"STROKE1";0;392.7344
"48671";"FIN-WESa";1;"Men";"35-44";1991;"STROKE1";0;383.7505
"48672";"FIN-WESa";1;"Men";"35-44";1992;"STROKE1";0;363.7464
"48673";"FIN-WESa";1;"Men";"35-44";1993;"STROKE1";0;323.9176
"48674";"FIN-WESa";1;"Men";"35-44";1994;"STROKE1";0;283.345
"48675";"FIN-WESa";1;"Men";"35-44";1995;"STROKE1";0;251.8601
"48676";"FIN-WESa";1;"Men";"35-44";1996;"STROKE1";0;213.8795
"48677";"FIN-WESa";1;"Men";"35-44";1997;"STROKE1";0;177.0798
"48678";"FIN-WESa";1;"Men";"35-44";1998;"STROKE1";0;139.378
"48679";"FIN-WESa";1;"Men";"35-44";1999;"STROKE1";0;105.301
"48680";"FIN-WESa";1;"Men";"35-44";2000;"STROKE1";0;70.10998
"48681";"FIN-WESa";1;"Men";"35-44";2001;"STROKE1";0;31.03147
"48682";"FIN-WESa";1;"Men";"35-44";2002;"STROKE1";0;2.67235
"48683";"FIN-WESa";1;"Men";"45-54";1982;"STROKE1";1;343.7495
"48684";"FIN-WESa";1;"Men";"45-54";1983;"STROKE1";0;386.8328
"48685";"FIN-WESa";1;"Men";"45-54";1984;"STROKE1";0;379.3598
"48686";"FIN-WESa";1;"Men";"45-54";1985;"STROKE1";0;368.2019
"48687";"FIN-WESa";1;"Men";"45-54";1986;"STROKE1";1;352.788
"48688";"FIN-WESa";1;"Men";"45-54";1987;"STROKE1";0;347.9627
"48689";"FIN-WESa";1;"Men";"45-54";1988;"STROKE1";0;341.7381
"48690";"FIN-WESa";1;"Men";"45-54";1989;"STROKE1";0;342.92
"48691";"FIN-WESa";1;"Men";"45-54";1990;"STROKE1";0;337.4254
"48692";"FIN-WESa";1;"Men";"45-54";1991;"STROKE1";0;346.5824
"48693";"FIN-WESa";1;"Men";"45-54";1992;"STROKE1";0;360.3274
"48694";"FIN-WESa";1;"Men";"45-54";1993;"STROKE1";0;370.364
"48695";"FIN-WESa";1;"Men";"45-54";1994;"STROKE1";0;376.1485
"48696";"FIN-WESa";1;"Men";"45-54";1995;"STROKE1";1;373.1422
"48697";"FIN-WESa";1;"Men";"45-54";1996;"STROKE1";0;376.577
"48698";"FIN-WESa";1;"Men";"45-54";1997;"STROKE1";0;373.1972
"48699";"FIN-WESa";1;"Men";"45-54";1998;"STROKE1";0;382.2366
"48700";"FIN-WESa";1;"Men";"45-54";1999;"STROKE1";1;385.705
"48701";"FIN-WESa";1;"Men";"45-54";2000;"STROKE1";2;380.6034
"48702";"FIN-WESa";1;"Men";"45-54";2001;"STROKE1";1;370.7065
"48703";"FIN-WESa";1;"Men";"45-54";2002;"STROKE1";0;350.9614
"48704";"FIN-WESa";1;"Men";"45-54";2003;"STROKE1";2;310.8041
"48705";"FIN-WESa";1;"Men";"45-54";2004;"STROKE1";0;271.917
"48706";"FIN-WESa";1;"Men";"45-54";2005;"STROKE1";1;241.4229
"48707";"FIN-WESa";1;"Men";"45-54";2006;"STROKE1";0;204.0211
"48708";"FIN-WESa";1;"Men";"55-64";1982;"STROKE1";1;360.5815
"48709";"FIN-WESa";1;"Men";"55-64";1983;"STROKE1";2;438.249
"48710";"FIN-WESa";1;"Men";"55-64";1984;"STROKE1";1;439.992
"48711";"FIN-WESa";1;"Men";"55-64";1985;"STROKE1";4;430.0781
"48712";"FIN-WESa";1;"Men";"55-64";1986;"STROKE1";0;422.6335
"48713";"FIN-WESa";1;"Men";"55-64";1987;"STROKE1";4;413.0565
"48714";"FIN-WESa";1;"Men";"55-64";1988;"STROKE1";0;399.8093
"48715";"FIN-WESa";1;"Men";"55-64";1989;"STROKE1";0;383.2882
"48716";"FIN-WESa";1;"Men";"55-64";1990;"STROKE1";2;384.5054
"48717";"FIN-WESa";1;"Men";"55-64";1991;"STROKE1";1;369.7316
"48718";"FIN-WESa";1;"Men";"55-64";1992;"STROKE1";0;352.1738
"48719";"FIN-WESa";1;"Men";"55-64";1993;"STROKE1";2;344.9965
"48720";"FIN-WESa";1;"Men";"55-64";1994;"STROKE1";0;338.0519
"48721";"FIN-WESa";1;"Men";"55-64";1995;"STROKE1";3;328.0198
"48722";"FIN-WESa";1;"Men";"55-64";1996;"STROKE1";4;305.8372
"48723";"FIN-WESa";1;"Men";"55-64";1997;"STROKE1";2;302.4012
"48724";"FIN-WESa";1;"Men";"55-64";1998;"STROKE1";2;297.8176
"48725";"FIN-WESa";1;"Men";"55-64";1999;"STROKE1";3;299.3885
"48726";"FIN-WESa";1;"Men";"55-64";2000;"STROKE1";1;295.2628
"48727";"FIN-WESa";1;"Men";"55-64";2001;"STROKE1";2;309.6971
"48728";"FIN-WESa";1;"Men";"55-64";2002;"STROKE1";1;320.9073
"48729";"FIN-WESa";1;"Men";"55-64";2003;"STROKE1";2;330.5106
"48730";"FIN-WESa";1;"Men";"55-64";2004;"STROKE1";3;334.1043
"48731";"FIN-WESa";1;"Men";"55-64";2005;"STROKE1";0;336.6382
"48732";"FIN-WESa";1;"Men";"55-64";2006;"STROKE1";0;340.0806
"48733";"FIN-WESa";1;"Men";"65-69";1983;"STROKE1";0;7.204524
"48734";"FIN-WESa";1;"Men";"65-69";1984;"STROKE1";1;34.5483
"48735";"FIN-WESa";1;"Men";"65-69";1985;"STROKE1";1;73.79894
"48736";"FIN-WESa";1;"Men";"65-69";1986;"STROKE1";0;116.1112
"48737";"FIN-WESa";1;"Men";"65-69";1987;"STROKE1";1;154.762
"48738";"FIN-WESa";1;"Men";"65-69";1988;"STROKE1";2;180.5267
"48739";"FIN-WESa";1;"Men";"65-69";1989;"STROKE1";1;183.8778
"48740";"FIN-WESa";1;"Men";"65-69";1990;"STROKE1";0;181.353
"48741";"FIN-WESa";1;"Men";"65-69";1991;"STROKE1";0;180.0483
"48742";"FIN-WESa";1;"Men";"65-69";1992;"STROKE1";0;177.8739
"48743";"FIN-WESa";1;"Men";"65-69";1993;"STROKE1";0;170.5723
"48744";"FIN-WESa";1;"Men";"65-69";1994;"STROKE1";2;163.4411
"48745";"FIN-WESa";1;"Men";"65-69";1995;"STROKE1";1;160.8477
"48746";"FIN-WESa";1;"Men";"65-69";1996;"STROKE1";1;167.9275
"48747";"FIN-WESa";1;"Men";"65-69";1997;"STROKE1";0;166.3835
"48748";"FIN-WESa";1;"Men";"65-69";1998;"STROKE1";1;160.1116
"48749";"FIN-WESa";1;"Men";"65-69";1999;"STROKE1";0;145.766
"48750";"FIN-WESa";1;"Men";"65-69";2000;"STROKE1";1;148.3709
"48751";"FIN-WESa";1;"Men";"65-69";2001;"STROKE1";1;138.4616
"48752";"FIN-WESa";1;"Men";"65-69";2002;"STROKE1";1;137.9218
"48753";"FIN-WESa";1;"Men";"65-69";2003;"STROKE1";1;138.5049
"48754";"FIN-WESa";1;"Men";"65-69";2004;"STROKE1";2;144.0227
"48755";"FIN-WESa";1;"Men";"65-69";2005;"STROKE1";1;127.3189
"48756";"FIN-WESa";1;"Men";"65-69";2006;"STROKE1";0;125.9667
"48757";"FIN-WESa";1;"Men";"70-74";1988;"STROKE1";0;6.22398
"48758";"FIN-WESa";1;"Men";"70-74";1989;"STROKE1";1;26.54387
"48759";"FIN-WESa";1;"Men";"70-74";1990;"STROKE1";3;54.3044
"48760";"FIN-WESa";1;"Men";"70-74";1991;"STROKE1";1;83.12135
"48761";"FIN-WESa";1;"Men";"70-74";1992;"STROKE1";0;117.7324
"48762";"FIN-WESa";1;"Men";"70-74";1993;"STROKE1";1;145.5182
"48763";"FIN-WESa";1;"Men";"70-74";1994;"STROKE1";3;157.0719
"48764";"FIN-WESa";1;"Men";"70-74";1995;"STROKE1";2;153.4772
"48765";"FIN-WESa";1;"Men";"70-74";1996;"STROKE1";0;148.3201
"48766";"FIN-WESa";1;"Men";"70-74";1997;"STROKE1";1;146.0713
"48767";"FIN-WESa";1;"Men";"70-74";1998;"STROKE1";0;143.5447
"48768";"FIN-WESa";1;"Men";"70-74";1999;"STROKE1";1;138.6939
"48769";"FIN-WESa";1;"Men";"70-74";2000;"STROKE1";0;139.9209
"48770";"FIN-WESa";1;"Men";"70-74";2001;"STROKE1";2;138.8154
"48771";"FIN-WESa";1;"Men";"70-74";2002;"STROKE1";0;137.8481
"48772";"FIN-WESa";1;"Men";"70-74";2003;"STROKE1";0;134.6272
"48773";"FIN-WESa";1;"Men";"70-74";2004;"STROKE1";0;123.925
"48774";"FIN-WESa";1;"Men";"70-74";2005;"STROKE1";1;129.0272
"48775";"FIN-WESa";1;"Men";"70-74";2006;"STROKE1";0;123.2682
"48776";"FIN-WESa";1;"Men";">74";1993;"STROKE1";0;3.478057
"48777";"FIN-WESa";1;"Men";">74";1994;"STROKE1";0;16.32273
"48778";"FIN-WESa";1;"Men";">74";1995;"STROKE1";1;38.77685
"48779";"FIN-WESa";1;"Men";">74";1996;"STROKE1";1;68.58257
"48780";"FIN-WESa";1;"Men";">74";1997;"STROKE1";2;93.71442
"48781";"FIN-WESa";1;"Men";">74";1998;"STROKE1";1;114.906
"48782";"FIN-WESa";1;"Men";">74";1999;"STROKE1";0;136.1422
"48783";"FIN-WESa";1;"Men";">74";2000;"STROKE1";2;148.9202
"48784";"FIN-WESa";1;"Men";">74";2001;"STROKE1";2;163.021
"48785";"FIN-WESa";1;"Men";">74";2002;"STROKE1";6;174.1785
"48786";"FIN-WESa";1;"Men";">74";2003;"STROKE1";5;182.2685
"48787";"FIN-WESa";1;"Men";">74";2004;"STROKE1";3;193.1301
"48788";"FIN-WESa";1;"Men";">74";2005;"STROKE1";1;209.1026
"48789";"FIN-WESa";1;"Men";">74";2006;"STROKE1";3;219.0303
"52126";"FIN-WESa";1;"Women";"<35";1982;"DEATH";0;332.7158
"52127";"FIN-WESa";1;"Women";"<35";1983;"DEATH";0;347.264
"52128";"FIN-WESa";1;"Women";"<35";1984;"DEATH";0;305.1447
"52129";"FIN-WESa";1;"Women";"<35";1985;"DEATH";0;261.8206
"52130";"FIN-WESa";1;"Women";"<35";1986;"DEATH";1;227.602
"52131";"FIN-WESa";1;"Women";"<35";1987;"DEATH";0;185.7976
"52132";"FIN-WESa";1;"Women";"<35";1988;"DEATH";0;141.5456
"52133";"FIN-WESa";1;"Women";"<35";1989;"DEATH";0;105.1013
"52134";"FIN-WESa";1;"Women";"<35";1990;"DEATH";0;66.9935
"52135";"FIN-WESa";1;"Women";"<35";1991;"DEATH";0;32.52222
"52136";"FIN-WESa";1;"Women";"<35";1992;"DEATH";0;3.196165
"52137";"FIN-WESa";1;"Women";"35-44";1982;"DEATH";0;365.6498
"52138";"FIN-WESa";1;"Women";"35-44";1983;"DEATH";0;438.2795
"52139";"FIN-WESa";1;"Women";"35-44";1984;"DEATH";0;441.6122
"52140";"FIN-WESa";1;"Women";"35-44";1985;"DEATH";1;451.1708
"52141";"FIN-WESa";1;"Women";"35-44";1986;"DEATH";0;445.2697
"52142";"FIN-WESa";1;"Women";"35-44";1987;"DEATH";0;451.3815
"52143";"FIN-WESa";1;"Women";"35-44";1988;"DEATH";0;456.6067
"52144";"FIN-WESa";1;"Women";"35-44";1989;"DEATH";2;453.7577
"52145";"FIN-WESa";1;"Women";"35-44";1990;"DEATH";1;445.2566
"52146";"FIN-WESa";1;"Women";"35-44";1991;"DEATH";1;415.9045
"52147";"FIN-WESa";1;"Women";"35-44";1992;"DEATH";1;383.6712
"52148";"FIN-WESa";1;"Women";"35-44";1993;"DEATH";1;343.2894
"52149";"FIN-WESa";1;"Women";"35-44";1994;"DEATH";0;301.3607
"52150";"FIN-WESa";1;"Women";"35-44";1995;"DEATH";2;257.1287
"52151";"FIN-WESa";1;"Women";"35-44";1996;"DEATH";0;223.429
"52152";"FIN-WESa";1;"Women";"35-44";1997;"DEATH";0;183.2651
"52153";"FIN-WESa";1;"Women";"35-44";1998;"DEATH";1;138.5922
"52154";"FIN-WESa";1;"Women";"35-44";1999;"DEATH";0;102.1013
"52155";"FIN-WESa";1;"Women";"35-44";2000;"DEATH";0;65.88629
"52156";"FIN-WESa";1;"Women";"35-44";2001;"DEATH";0;32.52222
"52157";"FIN-WESa";1;"Women";"35-44";2002;"DEATH";0;3.196165
"52158";"FIN-WESa";1;"Women";"45-54";1982;"DEATH";1;357.8168
"52159";"FIN-WESa";1;"Women";"45-54";1983;"DEATH";0;400.1123
"52160";"FIN-WESa";1;"Women";"45-54";1984;"DEATH";1;386.5243
"52161";"FIN-WESa";1;"Women";"45-54";1985;"DEATH";0;378.1528
"52162";"FIN-WESa";1;"Women";"45-54";1986;"DEATH";1;373.6033
"52163";"FIN-WESa";1;"Women";"45-54";1987;"DEATH";1;366.7086
"52164";"FIN-WESa";1;"Women";"45-54";1988;"DEATH";3;364.7147
"52165";"FIN-WESa";1;"Women";"45-54";1989;"DEATH";0;361.9444
"52166";"FIN-WESa";1;"Women";"45-54";1990;"DEATH";0;364.6618
"52167";"FIN-WESa";1;"Women";"45-54";1991;"DEATH";1;391.9232
"52168";"FIN-WESa";1;"Women";"45-54";1992;"DEATH";2;413.5427
"52169";"FIN-WESa";1;"Women";"45-54";1993;"DEATH";0;432.2411
"52170";"FIN-WESa";1;"Women";"45-54";1994;"DEATH";0;435.3961
"52171";"FIN-WESa";1;"Women";"45-54";1995;"DEATH";0;444.2146
"52172";"FIN-WESa";1;"Women";"45-54";1996;"DEATH";0;439.2209
"52173";"FIN-WESa";1;"Women";"45-54";1997;"DEATH";1;444.2119
"52174";"FIN-WESa";1;"Women";"45-54";1998;"DEATH";0;448.6067
"52175";"FIN-WESa";1;"Women";"45-54";1999;"DEATH";0;446.6995
"52176";"FIN-WESa";1;"Women";"45-54";2000;"DEATH";1;438.2769
"52177";"FIN-WESa";1;"Women";"45-54";2001;"DEATH";4;405.1537
"52178";"FIN-WESa";1;"Women";"45-54";2002;"DEATH";0;375.2109
"52179";"FIN-WESa";1;"Women";"45-54";2003;"DEATH";1;335.7343
"52180";"FIN-WESa";1;"Women";"45-54";2004;"DEATH";0;293.7828
"52181";"FIN-WESa";1;"Women";"45-54";2005;"DEATH";1;252.0404
"52182";"FIN-WESa";1;"Women";"45-54";2006;"DEATH";0;218.7346
"52183";"FIN-WESa";1;"Women";"55-64";1982;"DEATH";0;371.4935
"52184";"FIN-WESa";1;"Women";"55-64";1983;"DEATH";0;459.2565
"52185";"FIN-WESa";1;"Women";"55-64";1984;"DEATH";3;463.9837
"52186";"FIN-WESa";1;"Women";"55-64";1985;"DEATH";0;447.647
"52187";"FIN-WESa";1;"Women";"55-64";1986;"DEATH";4;434.4764
"52188";"FIN-WESa";1;"Women";"55-64";1987;"DEATH";2;425.4599
"52189";"FIN-WESa";1;"Women";"55-64";1988;"DEATH";4;399.6316
"52190";"FIN-WESa";1;"Women";"55-64";1989;"DEATH";1;395.4865
"52191";"FIN-WESa";1;"Women";"55-64";1990;"DEATH";1;394.2242
"52192";"FIN-WESa";1;"Women";"55-64";1991;"DEATH";3;394.9951
"52193";"FIN-WESa";1;"Women";"55-64";1992;"DEATH";2;399.9699
"52194";"FIN-WESa";1;"Women";"55-64";1993;"DEATH";2;385.0541
"52195";"FIN-WESa";1;"Women";"55-64";1994;"DEATH";3;370.7257
"52196";"FIN-WESa";1;"Women";"55-64";1995;"DEATH";3;363.0528
"52197";"FIN-WESa";1;"Women";"55-64";1996;"DEATH";3;357.0855
"52198";"FIN-WESa";1;"Women";"55-64";1997;"DEATH";2;351.2943
"52199";"FIN-WESa";1;"Women";"55-64";1998;"DEATH";3;352.1502
"52200";"FIN-WESa";1;"Women";"55-64";1999;"DEATH";0;350.7679
"52201";"FIN-WESa";1;"Women";"55-64";2000;"DEATH";3;356.3108
"52202";"FIN-WESa";1;"Women";"55-64";2001;"DEATH";2;382.1366
"52203";"FIN-WESa";1;"Women";"55-64";2002;"DEATH";4;402.2242
"52204";"FIN-WESa";1;"Women";"55-64";2003;"DEATH";3;417.6427
"52205";"FIN-WESa";1;"Women";"55-64";2004;"DEATH";0;423.7396
"52206";"FIN-WESa";1;"Women";"55-64";2005;"DEATH";3;430.8829
"52207";"FIN-WESa";1;"Women";"55-64";2006;"DEATH";0;424.1203
"52208";"FIN-WESa";1;"Women";"65-69";1983;"DEATH";0;8.087636
"52209";"FIN-WESa";1;"Women";"65-69";1984;"DEATH";1;53.94527
"52210";"FIN-WESa";1;"Women";"65-69";1985;"DEATH";1;109.0499
"52211";"FIN-WESa";1;"Women";"65-69";1986;"DEATH";2;160.4654
"52212";"FIN-WESa";1;"Women";"65-69";1987;"DEATH";1;207.3081
"52213";"FIN-WESa";1;"Women";"65-69";1988;"DEATH";5;256.547
"52214";"FIN-WESa";1;"Women";"65-69";1989;"DEATH";6;250.9924
"52215";"FIN-WESa";1;"Women";"65-69";1990;"DEATH";3;237.093
"52216";"FIN-WESa";1;"Women";"65-69";1991;"DEATH";5;217.659
"52217";"FIN-WESa";1;"Women";"65-69";1992;"DEATH";2;198.6222
"52218";"FIN-WESa";1;"Women";"65-69";1993;"DEATH";1;179.8366
"52219";"FIN-WESa";1;"Women";"65-69";1994;"DEATH";1;187.9446
"52220";"FIN-WESa";1;"Women";"65-69";1995;"DEATH";1;185.0201
"52221";"FIN-WESa";1;"Women";"65-69";1996;"DEATH";1;193.4356
"52222";"FIN-WESa";1;"Women";"65-69";1997;"DEATH";2;202.4339
"52223";"FIN-WESa";1;"Women";"65-69";1998;"DEATH";1;201.7125
"52224";"FIN-WESa";1;"Women";"65-69";1999;"DEATH";3;188.7045
"52225";"FIN-WESa";1;"Women";"65-69";2000;"DEATH";0;186.7583
"52226";"FIN-WESa";1;"Women";"65-69";2001;"DEATH";1;181.3604
"52227";"FIN-WESa";1;"Women";"65-69";2002;"DEATH";0;177.886
"52228";"FIN-WESa";1;"Women";"65-69";2003;"DEATH";1;165.8011
"52229";"FIN-WESa";1;"Women";"65-69";2004;"DEATH";0;163.7628
"52230";"FIN-WESa";1;"Women";"65-69";2005;"DEATH";0;158.9593
"52231";"FIN-WESa";1;"Women";"65-69";2006;"DEATH";1;159.0276
"52232";"FIN-WESa";1;"Women";"70-74";1988;"DEATH";0;7.625131
"52233";"FIN-WESa";1;"Women";"70-74";1989;"DEATH";0;49.66367
"52234";"FIN-WESa";1;"Women";"70-74";1990;"DEATH";0;101.6079
"52235";"FIN-WESa";1;"Women";"70-74";1991;"DEATH";2;148.5813
"52236";"FIN-WESa";1;"Women";"70-74";1992;"DEATH";3;191.3921
"52237";"FIN-WESa";1;"Women";"70-74";1993;"DEATH";3;234.1854
"52238";"FIN-WESa";1;"Women";"70-74";1994;"DEATH";1;234.3463
"52239";"FIN-WESa";1;"Women";"70-74";1995;"DEATH";6;222.0975
"52240";"FIN-WESa";1;"Women";"70-74";1996;"DEATH";4;201.4608
"52241";"FIN-WESa";1;"Women";"70-74";1997;"DEATH";2;185.6849
"52242";"FIN-WESa";1;"Women";"70-74";1998;"DEATH";6;167.3353
"52243";"FIN-WESa";1;"Women";"70-74";1999;"DEATH";3;174.6289
"52244";"FIN-WESa";1;"Women";"70-74";2000;"DEATH";2;173.6803
"52245";"FIN-WESa";1;"Women";"70-74";2001;"DEATH";2;183.2214
"52246";"FIN-WESa";1;"Women";"70-74";2002;"DEATH";3;192.2509
"52247";"FIN-WESa";1;"Women";"70-74";2003;"DEATH";4;189.2661
"52248";"FIN-WESa";1;"Women";"70-74";2004;"DEATH";2;179.9742
"52249";"FIN-WESa";1;"Women";"70-74";2005;"DEATH";3;177.898
"52250";"FIN-WESa";1;"Women";"70-74";2006;"DEATH";3;173.3561
"52251";"FIN-WESa";1;"Women";">74";1993;"DEATH";1;7.322256
"52252";"FIN-WESa";1;"Women";">74";1994;"DEATH";2;45.17172
"52253";"FIN-WESa";1;"Women";">74";1995;"DEATH";3;91.33156
"52254";"FIN-WESa";1;"Women";">74";1996;"DEATH";0;136.5112
"52255";"FIN-WESa";1;"Women";">74";1997;"DEATH";5;174.9387
"52256";"FIN-WESa";1;"Women";">74";1998;"DEATH";8;216.9372
"52257";"FIN-WESa";1;"Women";">74";1999;"DEATH";7;247.4791
"52258";"FIN-WESa";1;"Women";">74";2000;"DEATH";7;276.854
"52259";"FIN-WESa";1;"Women";">74";2001;"DEATH";10;297.1711
"52260";"FIN-WESa";1;"Women";">74";2002;"DEATH";17;309.114
"52261";"FIN-WESa";1;"Women";">74";2003;"DEATH";13;324.0267
"52262";"FIN-WESa";1;"Women";">74";2004;"DEATH";21;350.733
"52263";"FIN-WESa";1;"Women";">74";2005;"DEATH";15;369.9463
"52264";"FIN-WESa";1;"Women";">74";2006;"DEATH";16;393.5901
"55601";"FIN-WESa";1;"Women";"<35";1982;"CHD2";0;332.7157
"55602";"FIN-WESa";1;"Women";"<35";1983;"CHD2";0;347.2641
"55603";"FIN-WESa";1;"Women";"<35";1984;"CHD2";0;305.1447
"55604";"FIN-WESa";1;"Women";"<35";1985;"CHD2";0;261.8207
"55605";"FIN-WESa";1;"Women";"<35";1986;"CHD2";0;227.602
"55606";"FIN-WESa";1;"Women";"<35";1987;"CHD2";0;185.7976
"55607";"FIN-WESa";1;"Women";"<35";1988;"CHD2";0;141.5456
"55608";"FIN-WESa";1;"Women";"<35";1989;"CHD2";0;105.1013
"55609";"FIN-WESa";1;"Women";"<35";1990;"CHD2";0;66.99351
"55610";"FIN-WESa";1;"Women";"<35";1991;"CHD2";0;32.52223
"55611";"FIN-WESa";1;"Women";"<35";1992;"CHD2";0;3.196167
"55612";"FIN-WESa";1;"Women";"35-44";1982;"CHD2";0;365.6496
"55613";"FIN-WESa";1;"Women";"35-44";1983;"CHD2";0;438.2795
"55614";"FIN-WESa";1;"Women";"35-44";1984;"CHD2";0;441.6122
"55615";"FIN-WESa";1;"Women";"35-44";1985;"CHD2";0;451.1708
"55616";"FIN-WESa";1;"Women";"35-44";1986;"CHD2";0;445.2697
"55617";"FIN-WESa";1;"Women";"35-44";1987;"CHD2";0;451.3815
"55618";"FIN-WESa";1;"Women";"35-44";1988;"CHD2";0;456.6067
"55619";"FIN-WESa";1;"Women";"35-44";1989;"CHD2";1;453.7577
"55620";"FIN-WESa";1;"Women";"35-44";1990;"CHD2";0;445.2566
"55621";"FIN-WESa";1;"Women";"35-44";1991;"CHD2";0;415.9045
"55622";"FIN-WESa";1;"Women";"35-44";1992;"CHD2";0;383.6712
"55623";"FIN-WESa";1;"Women";"35-44";1993;"CHD2";0;343.2894
"55624";"FIN-WESa";1;"Women";"35-44";1994;"CHD2";0;301.3607
"55625";"FIN-WESa";1;"Women";"35-44";1995;"CHD2";0;257.1287
"55626";"FIN-WESa";1;"Women";"35-44";1996;"CHD2";0;223.429
"55627";"FIN-WESa";1;"Women";"35-44";1997;"CHD2";0;183.2651
"55628";"FIN-WESa";1;"Women";"35-44";1998;"CHD2";0;138.5922
"55629";"FIN-WESa";1;"Women";"35-44";1999;"CHD2";0;102.1013
