"";"rua";"cohort";"sex";"agegr";"year";"endpoint";"events";"followupyears"
"27896";"FIN-EASa";1;"Women";"65-69";1996;"CHD1";6;308.9925
"27897";"FIN-EASa";1;"Women";"65-69";1997;"CHD1";4;306.2138
"27898";"FIN-EASa";1;"Women";"65-69";1998;"CHD1";2;291.7265
"27899";"FIN-EASa";1;"Women";"65-69";1999;"CHD1";4;290.6482
"27900";"FIN-EASa";1;"Women";"65-69";2000;"CHD1";2;289.4116
"27901";"FIN-EASa";1;"Women";"65-69";2001;"CHD1";3;298.5636
"27902";"FIN-EASa";1;"Women";"65-69";2002;"CHD1";1;300.4417
"27903";"FIN-EASa";1;"Women";"65-69";2003;"CHD1";3;301.3598
"27904";"FIN-EASa";1;"Women";"65-69";2004;"CHD1";4;295.6259
"27905";"FIN-EASa";1;"Women";"65-69";2005;"CHD1";3;285.4438
"27906";"FIN-EASa";1;"Women";"65-69";2006;"CHD1";1;277.9595
"27907";"FIN-EASa";1;"Women";"70-74";1988;"CHD1";0;14.46266
"27908";"FIN-EASa";1;"Women";"70-74";1989;"CHD1";2;93.32087
"27909";"FIN-EASa";1;"Women";"70-74";1990;"CHD1";1;168.3973
"27910";"FIN-EASa";1;"Women";"70-74";1991;"CHD1";1;240.3834
"27911";"FIN-EASa";1;"Women";"70-74";1992;"CHD1";6;311.997
"27912";"FIN-EASa";1;"Women";"70-74";1993;"CHD1";2;345.0019
"27913";"FIN-EASa";1;"Women";"70-74";1994;"CHD1";4;332.2294
"27914";"FIN-EASa";1;"Women";"70-74";1995;"CHD1";4;312.9588
"27915";"FIN-EASa";1;"Women";"70-74";1996;"CHD1";4;300.5274
"27916";"FIN-EASa";1;"Women";"70-74";1997;"CHD1";6;286.3967
"27917";"FIN-EASa";1;"Women";"70-74";1998;"CHD1";6;290.2057
"27918";"FIN-EASa";1;"Women";"70-74";1999;"CHD1";3;281.5125
"27919";"FIN-EASa";1;"Women";"70-74";2000;"CHD1";0;279.9721
"27920";"FIN-EASa";1;"Women";"70-74";2001;"CHD1";5;272.8819
"27921";"FIN-EASa";1;"Women";"70-74";2002;"CHD1";2;275.9351
"27922";"FIN-EASa";1;"Women";"70-74";2003;"CHD1";2;265.0178
"27923";"FIN-EASa";1;"Women";"70-74";2004;"CHD1";4;262.1913
"27924";"FIN-EASa";1;"Women";"70-74";2005;"CHD1";2;264.6301
"27925";"FIN-EASa";1;"Women";"70-74";2006;"CHD1";1;270.2903
"27926";"FIN-EASa";1;"Women";">74";1993;"CHD1";0;11.63509
"27927";"FIN-EASa";1;"Women";">74";1994;"CHD1";1;81.87347
"27928";"FIN-EASa";1;"Women";">74";1995;"CHD1";2;146.6882
"27929";"FIN-EASa";1;"Women";">74";1996;"CHD1";2;203.7093
"27930";"FIN-EASa";1;"Women";">74";1997;"CHD1";2;253.2676
"27931";"FIN-EASa";1;"Women";">74";1998;"CHD1";8;285.9404
"27932";"FIN-EASa";1;"Women";">74";1999;"CHD1";7;324.0508
"27933";"FIN-EASa";1;"Women";">74";2000;"CHD1";6;355.7421
"27934";"FIN-EASa";1;"Women";">74";2001;"CHD1";5;392.3255
"27935";"FIN-EASa";1;"Women";">74";2002;"CHD1";5;422.3029
"27936";"FIN-EASa";1;"Women";">74";2003;"CHD1";5;451.0805
"27937";"FIN-EASa";1;"Women";">74";2004;"CHD1";5;477.1246
"27938";"FIN-EASa";1;"Women";">74";2005;"CHD1";6;496.5436
"27939";"FIN-EASa";1;"Women";">74";2006;"CHD1";8;509.9848
"31276";"FIN-EASa";1;"Women";"<35";1982;"STROKE1";0;619.2454
"31277";"FIN-EASa";1;"Women";"<35";1983;"STROKE1";0;649.8964
"31278";"FIN-EASa";1;"Women";"<35";1984;"STROKE1";0;577.2093
"31279";"FIN-EASa";1;"Women";"<35";1985;"STROKE1";0;504.0169
"31280";"FIN-EASa";1;"Women";"<35";1986;"STROKE1";0;431.5146
"31281";"FIN-EASa";1;"Women";"<35";1987;"STROKE1";0;358.9982
"31282";"FIN-EASa";1;"Women";"<35";1988;"STROKE1";0;279.2623
"31283";"FIN-EASa";1;"Women";"<35";1989;"STROKE1";0;205.4418
"31284";"FIN-EASa";1;"Women";"<35";1990;"STROKE1";0;142.9709
"31285";"FIN-EASa";1;"Women";"<35";1991;"STROKE1";0;80.0466
"31286";"FIN-EASa";1;"Women";"<35";1992;"STROKE1";0;19.13921
"31287";"FIN-EASa";1;"Women";"35-44";1982;"STROKE1";0;585.2643
"31288";"FIN-EASa";1;"Women";"35-44";1983;"STROKE1";0;708.7028
"31289";"FIN-EASa";1;"Women";"35-44";1984;"STROKE1";0;713.2992
"31290";"FIN-EASa";1;"Women";"35-44";1985;"STROKE1";1;725.3836
"31291";"FIN-EASa";1;"Women";"35-44";1986;"STROKE1";0;727.798
"31292";"FIN-EASa";1;"Women";"35-44";1987;"STROKE1";2;728.6854
"31293";"FIN-EASa";1;"Women";"35-44";1988;"STROKE1";1;734.866
"31294";"FIN-EASa";1;"Women";"35-44";1989;"STROKE1";0;739.9448
"31295";"FIN-EASa";1;"Women";"35-44";1990;"STROKE1";0;750.5176
"31296";"FIN-EASa";1;"Women";"35-44";1991;"STROKE1";1;723.0343
"31297";"FIN-EASa";1;"Women";"35-44";1992;"STROKE1";0;701.2552
"31298";"FIN-EASa";1;"Women";"35-44";1993;"STROKE1";1;639.8904
"31299";"FIN-EASa";1;"Women";"35-44";1994;"STROKE1";0;568.5072
"31300";"FIN-EASa";1;"Women";"35-44";1995;"STROKE1";0;497.0977
"31301";"FIN-EASa";1;"Women";"35-44";1996;"STROKE1";0;426.0348
"31302";"FIN-EASa";1;"Women";"35-44";1997;"STROKE1";0;357.8324
"31303";"FIN-EASa";1;"Women";"35-44";1998;"STROKE1";1;278.2978
"31304";"FIN-EASa";1;"Women";"35-44";1999;"STROKE1";0;204.4418
"31305";"FIN-EASa";1;"Women";"35-44";2000;"STROKE1";0;142.1876
"31306";"FIN-EASa";1;"Women";"35-44";2001;"STROKE1";0;80.0466
"31307";"FIN-EASa";1;"Women";"35-44";2002;"STROKE1";0;19.13921
"31308";"FIN-EASa";1;"Women";"45-54";1982;"STROKE1";0;613.0133
"31309";"FIN-EASa";1;"Women";"45-54";1983;"STROKE1";0;696.5278
"31310";"FIN-EASa";1;"Women";"45-54";1984;"STROKE1";1;688.3354
"31311";"FIN-EASa";1;"Women";"45-54";1985;"STROKE1";1;676.2224
"31312";"FIN-EASa";1;"Women";"45-54";1986;"STROKE1";1;671.8457
"31313";"FIN-EASa";1;"Women";"45-54";1987;"STROKE1";2;664.2874
"31314";"FIN-EASa";1;"Women";"45-54";1988;"STROKE1";0;669.016
"31315";"FIN-EASa";1;"Women";"45-54";1989;"STROKE1";0;666.8264
"31316";"FIN-EASa";1;"Women";"45-54";1990;"STROKE1";1;652.5535
"31317";"FIN-EASa";1;"Women";"45-54";1991;"STROKE1";1;661.9702
"31318";"FIN-EASa";1;"Women";"45-54";1992;"STROKE1";0;673.0912
"31319";"FIN-EASa";1;"Women";"45-54";1993;"STROKE1";0;695.2211
"31320";"FIN-EASa";1;"Women";"45-54";1994;"STROKE1";2;700.6573
"31321";"FIN-EASa";1;"Women";"45-54";1995;"STROKE1";0;713.4852
"31322";"FIN-EASa";1;"Women";"45-54";1996;"STROKE1";0;714.5392
"31323";"FIN-EASa";1;"Women";"45-54";1997;"STROKE1";2;714.646
"31324";"FIN-EASa";1;"Women";"45-54";1998;"STROKE1";0;722.873
"31325";"FIN-EASa";1;"Women";"45-54";1999;"STROKE1";0;728.5236
"31326";"FIN-EASa";1;"Women";"45-54";2000;"STROKE1";1;739.0025
"31327";"FIN-EASa";1;"Women";"45-54";2001;"STROKE1";1;710.0434
"31328";"FIN-EASa";1;"Women";"45-54";2002;"STROKE1";0;689.8164
"31329";"FIN-EASa";1;"Women";"45-54";2003;"STROKE1";0;627.4132
"31330";"FIN-EASa";1;"Women";"45-54";2004;"STROKE1";0;555.4017
"31331";"FIN-EASa";1;"Women";"45-54";2005;"STROKE1";0;486.2879
"31332";"FIN-EASa";1;"Women";"45-54";2006;"STROKE1";0;415.5098
"31333";"FIN-EASa";1;"Women";"55-64";1982;"STROKE1";1;661.8517
"31334";"FIN-EASa";1;"Women";"55-64";1983;"STROKE1";1;825.3085
"31335";"FIN-EASa";1;"Women";"55-64";1984;"STROKE1";4;803.6841
"31336";"FIN-EASa";1;"Women";"55-64";1985;"STROKE1";3;773.9
"31337";"FIN-EASa";1;"Women";"55-64";1986;"STROKE1";4;744.4736
"31338";"FIN-EASa";1;"Women";"55-64";1987;"STROKE1";1;722.5554
"31339";"FIN-EASa";1;"Women";"55-64";1988;"STROKE1";2;707.3686
"31340";"FIN-EASa";1;"Women";"55-64";1989;"STROKE1";4;686.4851
"31341";"FIN-EASa";1;"Women";"55-64";1990;"STROKE1";1;670.9
"31342";"FIN-EASa";1;"Women";"55-64";1991;"STROKE1";0;676.3222
"31343";"FIN-EASa";1;"Women";"55-64";1992;"STROKE1";4;677.5721
"31344";"FIN-EASa";1;"Women";"55-64";1993;"STROKE1";3;658.7219
"31345";"FIN-EASa";1;"Women";"55-64";1994;"STROKE1";1;650.7841
"31346";"FIN-EASa";1;"Women";"55-64";1995;"STROKE1";0;637.056
"31347";"FIN-EASa";1;"Women";"55-64";1996;"STROKE1";1;636.8682
"31348";"FIN-EASa";1;"Women";"55-64";1997;"STROKE1";0;627.3821
"31349";"FIN-EASa";1;"Women";"55-64";1998;"STROKE1";1;631.9984
"31350";"FIN-EASa";1;"Women";"55-64";1999;"STROKE1";1;630.6186
"31351";"FIN-EASa";1;"Women";"55-64";2000;"STROKE1";1;616.5949
"31352";"FIN-EASa";1;"Women";"55-64";2001;"STROKE1";0;629.0221
"31353";"FIN-EASa";1;"Women";"55-64";2002;"STROKE1";0;638.0235
"31354";"FIN-EASa";1;"Women";"55-64";2003;"STROKE1";2;660.385
"31355";"FIN-EASa";1;"Women";"55-64";2004;"STROKE1";1;666.7841
"31356";"FIN-EASa";1;"Women";"55-64";2005;"STROKE1";2;680.3778
"31357";"FIN-EASa";1;"Women";"55-64";2006;"STROKE1";0;677.4184
"31358";"FIN-EASa";1;"Women";"65-69";1983;"STROKE1";0;15.65688
"31359";"FIN-EASa";1;"Women";"65-69";1984;"STROKE1";1;100.4898
"31360";"FIN-EASa";1;"Women";"65-69";1985;"STROKE1";0;188.0794
"31361";"FIN-EASa";1;"Women";"65-69";1986;"STROKE1";5;272.212
"31362";"FIN-EASa";1;"Women";"65-69";1987;"STROKE1";2;355.0889
"31363";"FIN-EASa";1;"Women";"65-69";1988;"STROKE1";2;407.1958
"31364";"FIN-EASa";1;"Women";"65-69";1989;"STROKE1";1;400.3999
"31365";"FIN-EASa";1;"Women";"65-69";1990;"STROKE1";0;381.4478
"31366";"FIN-EASa";1;"Women";"65-69";1991;"STROKE1";3;363.1434
"31367";"FIN-EASa";1;"Women";"65-69";1992;"STROKE1";1;339.3528
"31368";"FIN-EASa";1;"Women";"65-69";1993;"STROKE1";2;339.2183
"31369";"FIN-EASa";1;"Women";"65-69";1994;"STROKE1";2;320.7023
"31370";"FIN-EASa";1;"Women";"65-69";1995;"STROKE1";1;318.6884
"31371";"FIN-EASa";1;"Women";"65-69";1996;"STROKE1";1;314.643
"31372";"FIN-EASa";1;"Women";"65-69";1997;"STROKE1";2;321.5301
"31373";"FIN-EASa";1;"Women";"65-69";1998;"STROKE1";3;308.712
"31374";"FIN-EASa";1;"Women";"65-69";1999;"STROKE1";0;308.0664
"31375";"FIN-EASa";1;"Women";"65-69";2000;"STROKE1";0;306.1983
"31376";"FIN-EASa";1;"Women";"65-69";2001;"STROKE1";2;314.4605
"31377";"FIN-EASa";1;"Women";"65-69";2002;"STROKE1";4;312.2721
"31378";"FIN-EASa";1;"Women";"65-69";2003;"STROKE1";4;306.5795
"31379";"FIN-EASa";1;"Women";"65-69";2004;"STROKE1";3;301.1928
"31380";"FIN-EASa";1;"Women";"65-69";2005;"STROKE1";0;295.9565
"31381";"FIN-EASa";1;"Women";"65-69";2006;"STROKE1";2;285.3199
"31382";"FIN-EASa";1;"Women";"70-74";1988;"STROKE1";0;14.83657
"31383";"FIN-EASa";1;"Women";"70-74";1989;"STROKE1";1;95.11621
"31384";"FIN-EASa";1;"Women";"70-74";1990;"STROKE1";6;171.6739
"31385";"FIN-EASa";1;"Women";"70-74";1991;"STROKE1";1;243.9372
"31386";"FIN-EASa";1;"Women";"70-74";1992;"STROKE1";3;319.9803
"31387";"FIN-EASa";1;"Women";"70-74";1993;"STROKE1";3;357.9639
"31388";"FIN-EASa";1;"Women";"70-74";1994;"STROKE1";2;349.7499
"31389";"FIN-EASa";1;"Women";"70-74";1995;"STROKE1";1;333.9627
"31390";"FIN-EASa";1;"Women";"70-74";1996;"STROKE1";8;319.8797
"31391";"FIN-EASa";1;"Women";"70-74";1997;"STROKE1";2;300.561
"31392";"FIN-EASa";1;"Women";"70-74";1998;"STROKE1";3;302.5129
"31393";"FIN-EASa";1;"Women";"70-74";1999;"STROKE1";7;290.7357
"31394";"FIN-EASa";1;"Women";"70-74";2000;"STROKE1";1;285.1739
"31395";"FIN-EASa";1;"Women";"70-74";2001;"STROKE1";2;284.1695
"31396";"FIN-EASa";1;"Women";"70-74";2002;"STROKE1";3;293.1746
"31397";"FIN-EASa";1;"Women";"70-74";2003;"STROKE1";3;284.3425
"31398";"FIN-EASa";1;"Women";"70-74";2004;"STROKE1";3;280.8534
"31399";"FIN-EASa";1;"Women";"70-74";2005;"STROKE1";2;278.3702
"31400";"FIN-EASa";1;"Women";"70-74";2006;"STROKE1";1;283.8666
"31401";"FIN-EASa";1;"Women";">74";1993;"STROKE1";0;11.92281
"31402";"FIN-EASa";1;"Women";">74";1994;"STROKE1";1;82.30499
"31403";"FIN-EASa";1;"Women";">74";1995;"STROKE1";1;146.3281
"31404";"FIN-EASa";1;"Women";">74";1996;"STROKE1";2;205.0467
"31405";"FIN-EASa";1;"Women";">74";1997;"STROKE1";1;259.227
"31406";"FIN-EASa";1;"Women";">74";1998;"STROKE1";8;300.2268
"31407";"FIN-EASa";1;"Women";">74";1999;"STROKE1";4;347.4667
"31408";"FIN-EASa";1;"Women";">74";2000;"STROKE1";3;382.9763
"31409";"FIN-EASa";1;"Women";">74";2001;"STROKE1";5;416.1737
"31410";"FIN-EASa";1;"Women";">74";2002;"STROKE1";6;442.5804
"31411";"FIN-EASa";1;"Women";">74";2003;"STROKE1";4;470.3709
"31412";"FIN-EASa";1;"Women";">74";2004;"STROKE1";4;498.8953
"31413";"FIN-EASa";1;"Women";">74";2005;"STROKE1";8;522.0748
"31414";"FIN-EASa";1;"Women";">74";2006;"STROKE1";8;541.9173
"34751";"FIN-WESa";1;"Men";"<35";1982;"DEATH";0;315.5465
"34752";"FIN-WESa";1;"Men";"<35";1983;"DEATH";1;326.908
"34753";"FIN-WESa";1;"Men";"<35";1984;"DEATH";0;285.8193
"34754";"FIN-WESa";1;"Men";"<35";1985;"DEATH";0;254.4454
"34755";"FIN-WESa";1;"Men";"<35";1986;"DEATH";0;216.8586
"34756";"FIN-WESa";1;"Men";"<35";1987;"DEATH";0;180.0797
"34757";"FIN-WESa";1;"Men";"<35";1988;"DEATH";0;142.378
"34758";"FIN-WESa";1;"Men";"<35";1989;"DEATH";0;108.301
"34759";"FIN-WESa";1;"Men";"<35";1990;"DEATH";0;71.22143
"34760";"FIN-WESa";1;"Men";"<35";1991;"DEATH";0;31.03143
"34761";"FIN-WESa";1;"Men";"<35";1992;"DEATH";0;2.672334
"34762";"FIN-WESa";1;"Men";"35-44";1982;"DEATH";2;322.0157
"34763";"FIN-WESa";1;"Men";"35-44";1983;"DEATH";1;384.2383
"34764";"FIN-WESa";1;"Men";"35-44";1984;"DEATH";0;389.633
"34765";"FIN-WESa";1;"Men";"35-44";1985;"DEATH";3;388.4736
"34766";"FIN-WESa";1;"Men";"35-44";1986;"DEATH";1;391.313
"34767";"FIN-WESa";1;"Men";"35-44";1987;"DEATH";2;388.9042
"34768";"FIN-WESa";1;"Men";"35-44";1988;"DEATH";0;397.4356
"34769";"FIN-WESa";1;"Men";"35-44";1989;"DEATH";0;399.041
"34770";"FIN-WESa";1;"Men";"35-44";1990;"DEATH";2;393.3543
"34771";"FIN-WESa";1;"Men";"35-44";1991;"DEATH";1;383.7505
"34772";"FIN-WESa";1;"Men";"35-44";1992;"DEATH";0;363.7463
"34773";"FIN-WESa";1;"Men";"35-44";1993;"DEATH";0;323.9176
"34774";"FIN-WESa";1;"Men";"35-44";1994;"DEATH";1;283.345
"34775";"FIN-WESa";1;"Men";"35-44";1995;"DEATH";1;251.8601
"34776";"FIN-WESa";1;"Men";"35-44";1996;"DEATH";1;213.8794
"34777";"FIN-WESa";1;"Men";"35-44";1997;"DEATH";0;177.0797
"34778";"FIN-WESa";1;"Men";"35-44";1998;"DEATH";0;139.378
"34779";"FIN-WESa";1;"Men";"35-44";1999;"DEATH";0;105.301
"34780";"FIN-WESa";1;"Men";"35-44";2000;"DEATH";0;70.10994
"34781";"FIN-WESa";1;"Men";"35-44";2001;"DEATH";0;31.03143
"34782";"FIN-WESa";1;"Men";"35-44";2002;"DEATH";0;2.672334
"34783";"FIN-WESa";1;"Men";"45-54";1982;"DEATH";1;343.9941
"34784";"FIN-WESa";1;"Men";"45-54";1983;"DEATH";1;387.8328
"34785";"FIN-WESa";1;"Men";"45-54";1984;"DEATH";3;380.3598
"34786";"FIN-WESa";1;"Men";"45-54";1985;"DEATH";2;369.232
"34787";"FIN-WESa";1;"Men";"45-54";1986;"DEATH";1;353.8571
"34788";"FIN-WESa";1;"Men";"45-54";1987;"DEATH";0;349.2464
"34789";"FIN-WESa";1;"Men";"45-54";1988;"DEATH";5;342.7518
"34790";"FIN-WESa";1;"Men";"45-54";1989;"DEATH";4;343.9283
"34791";"FIN-WESa";1;"Men";"45-54";1990;"DEATH";0;338.8056
"34792";"FIN-WESa";1;"Men";"45-54";1991;"DEATH";2;348.5824
"34793";"FIN-WESa";1;"Men";"45-54";1992;"DEATH";2;362.1283
"34794";"FIN-WESa";1;"Men";"45-54";1993;"DEATH";2;371.364
"34795";"FIN-WESa";1;"Men";"45-54";1994;"DEATH";4;377.1485
"34796";"FIN-WESa";1;"Men";"45-54";1995;"DEATH";5;374.4668
"34797";"FIN-WESa";1;"Men";"45-54";1996;"DEATH";2;377.577
"34798";"FIN-WESa";1;"Men";"45-54";1997;"DEATH";2;374.1972
"34799";"FIN-WESa";1;"Men";"45-54";1998;"DEATH";2;383.0552
"34800";"FIN-WESa";1;"Men";"45-54";1999;"DEATH";3;385.9281
"34801";"FIN-WESa";1;"Men";"45-54";2000;"DEATH";1;382.4316
"34802";"FIN-WESa";1;"Men";"45-54";2001;"DEATH";3;374.5635
"34803";"FIN-WESa";1;"Men";"45-54";2002;"DEATH";2;353.9613
"34804";"FIN-WESa";1;"Men";"45-54";2003;"DEATH";1;312.8583
"34805";"FIN-WESa";1;"Men";"45-54";2004;"DEATH";0;274.1154
"34806";"FIN-WESa";1;"Men";"45-54";2005;"DEATH";1;243.965
"34807";"FIN-WESa";1;"Men";"45-54";2006;"DEATH";0;207.0107
"34808";"FIN-WESa";1;"Men";"55-64";1982;"DEATH";5;360.9001
"34809";"FIN-WESa";1;"Men";"55-64";1983;"DEATH";10;440.4947
"34810";"FIN-WESa";1;"Men";"55-64";1984;"DEATH";7;443.0884
"34811";"FIN-WESa";1;"Men";"55-64";1985;"DEATH";5;434.0575
"34812";"FIN-WESa";1;"Men";"55-64";1986;"DEATH";8;427.3721
"34813";"FIN-WESa";1;"Men";"55-64";1987;"DEATH";6;418.7735
"34814";"FIN-WESa";1;"Men";"55-64";1988;"DEATH";7;405.7552
"34815";"FIN-WESa";1;"Men";"55-64";1989;"DEATH";8;388.2909
"34816";"FIN-WESa";1;"Men";"55-64";1990;"DEATH";13;388.5703
"34817";"FIN-WESa";1;"Men";"55-64";1991;"DEATH";4;373.5895
"34818";"FIN-WESa";1;"Men";"55-64";1992;"DEATH";5;354.0933
"34819";"FIN-WESa";1;"Men";"55-64";1993;"DEATH";5;346.1526
"34820";"FIN-WESa";1;"Men";"55-64";1994;"DEATH";4;340.0519
"34821";"FIN-WESa";1;"Men";"55-64";1995;"DEATH";5;331.6363
"34822";"FIN-WESa";1;"Men";"55-64";1996;"DEATH";7;313.0065
"34823";"FIN-WESa";1;"Men";"55-64";1997;"DEATH";3;310.8536
"34824";"FIN-WESa";1;"Men";"55-64";1998;"DEATH";3;306.3126
"34825";"FIN-WESa";1;"Men";"55-64";1999;"DEATH";3;307.0813
"34826";"FIN-WESa";1;"Men";"55-64";2000;"DEATH";1;302.2928
"34827";"FIN-WESa";1;"Men";"55-64";2001;"DEATH";4;315.5096
"34828";"FIN-WESa";1;"Men";"55-64";2002;"DEATH";2;327.5733
"34829";"FIN-WESa";1;"Men";"55-64";2003;"DEATH";2;338.9175
"34830";"FIN-WESa";1;"Men";"55-64";2004;"DEATH";5;343.9346
"34831";"FIN-WESa";1;"Men";"55-64";2005;"DEATH";3;345.2632
"34832";"FIN-WESa";1;"Men";"55-64";2006;"DEATH";7;346.1958
"34833";"FIN-WESa";1;"Men";"65-69";1983;"DEATH";0;7.20455
"34834";"FIN-WESa";1;"Men";"65-69";1984;"DEATH";2;35.43345
"34835";"FIN-WESa";1;"Men";"65-69";1985;"DEATH";2;76.84833
"34836";"FIN-WESa";1;"Men";"65-69";1986;"DEATH";5;120.4054
"34837";"FIN-WESa";1;"Men";"65-69";1987;"DEATH";7;159.1036
"34838";"FIN-WESa";1;"Men";"65-69";1988;"DEATH";10;184.2757
"34839";"FIN-WESa";1;"Men";"65-69";1989;"DEATH";6;187.1926
"34840";"FIN-WESa";1;"Men";"65-69";1990;"DEATH";5;185.3042
"34841";"FIN-WESa";1;"Men";"65-69";1991;"DEATH";9;182.2264
"34842";"FIN-WESa";1;"Men";"65-69";1992;"DEATH";7;182.0229
"34843";"FIN-WESa";1;"Men";"65-69";1993;"DEATH";6;175.6188
"34844";"FIN-WESa";1;"Men";"65-69";1994;"DEATH";6;169.116
"34845";"FIN-WESa";1;"Men";"65-69";1995;"DEATH";6;166.7456
"34846";"FIN-WESa";1;"Men";"65-69";1996;"DEATH";4;174.2483
"34847";"FIN-WESa";1;"Men";"65-69";1997;"DEATH";3;169.8479
"34848";"FIN-WESa";1;"Men";"65-69";1998;"DEATH";6;163.3078
"34849";"FIN-WESa";1;"Men";"65-69";1999;"DEATH";3;151.4565
"34850";"FIN-WESa";1;"Men";"65-69";2000;"DEATH";7;157.265
"34851";"FIN-WESa";1;"Men";"65-69";2001;"DEATH";0;150.0593
"34852";"FIN-WESa";1;"Men";"65-69";2002;"DEATH";0;149.2479
"34853";"FIN-WESa";1;"Men";"65-69";2003;"DEATH";5;148.4994
"34854";"FIN-WESa";1;"Men";"65-69";2004;"DEATH";3;154.8354
"34855";"FIN-WESa";1;"Men";"65-69";2005;"DEATH";2;139.1847
"34856";"FIN-WESa";1;"Men";"65-69";2006;"DEATH";3;136.5485
"34857";"FIN-WESa";1;"Men";"70-74";1988;"DEATH";0;6.731653
"34858";"FIN-WESa";1;"Men";"70-74";1989;"DEATH";1;28.6315
"34859";"FIN-WESa";1;"Men";"70-74";1990;"DEATH";7;57.10428
"34860";"FIN-WESa";1;"Men";"70-74";1991;"DEATH";4;90.9307
"34861";"FIN-WESa";1;"Men";"70-74";1992;"DEATH";3;126.7324
"34862";"FIN-WESa";1;"Men";"70-74";1993;"DEATH";4;154.1883
"34863";"FIN-WESa";1;"Men";"70-74";1994;"DEATH";9;165.1323
"34864";"FIN-WESa";1;"Men";"70-74";1995;"DEATH";3;162.3361
"34865";"FIN-WESa";1;"Men";"70-74";1996;"DEATH";3;156.3035
"34866";"FIN-WESa";1;"Men";"70-74";1997;"DEATH";3;154.9508
"34867";"FIN-WESa";1;"Men";"70-74";1998;"DEATH";5;153.1627
"34868";"FIN-WESa";1;"Men";"70-74";1999;"DEATH";7;145.8209
"34869";"FIN-WESa";1;"Men";"70-74";2000;"DEATH";9;144.9949
"34870";"FIN-WESa";1;"Men";"70-74";2001;"DEATH";6;143.7371
"34871";"FIN-WESa";1;"Men";"70-74";2002;"DEATH";6;143.1717
"34872";"FIN-WESa";1;"Men";"70-74";2003;"DEATH";3;141.7222
"34873";"FIN-WESa";1;"Men";"70-74";2004;"DEATH";3;131.4489
"34874";"FIN-WESa";1;"Men";"70-74";2005;"DEATH";3;138.4051
"34875";"FIN-WESa";1;"Men";"70-74";2006;"DEATH";3;134.4309
"34876";"FIN-WESa";1;"Men";">74";1993;"DEATH";0;4.237857
"34877";"FIN-WESa";1;"Men";">74";1994;"DEATH";1;18.6224
"34878";"FIN-WESa";1;"Men";">74";1995;"DEATH";0;43.89084
"34879";"FIN-WESa";1;"Men";">74";1996;"DEATH";4;76.85517
"34880";"FIN-WESa";1;"Men";">74";1997;"DEATH";4;105.5335
"34881";"FIN-WESa";1;"Men";">74";1998;"DEATH";7;129.0328
"34882";"FIN-WESa";1;"Men";">74";1999;"DEATH";11;151.0652
"34883";"FIN-WESa";1;"Men";">74";2000;"DEATH";11;164.2939
"34884";"FIN-WESa";1;"Men";">74";2001;"DEATH";12;178.9622
"34885";"FIN-WESa";1;"Men";">74";2002;"DEATH";14;190.9443
"34886";"FIN-WESa";1;"Men";">74";2003;"DEATH";11;203.3119
"34887";"FIN-WESa";1;"Men";">74";2004;"DEATH";21;213.5733
"34888";"FIN-WESa";1;"Men";">74";2005;"DEATH";9;226.5257
"34889";"FIN-WESa";1;"Men";">74";2006;"DEATH";26;235.783
"38226";"FIN-WESa";1;"Men";"<35";1982;"CHD2";0;315.5463
"38227";"FIN-WESa";1;"Men";"<35";1983;"CHD2";0;326.908
"38228";"FIN-WESa";1;"Men";"<35";1984;"CHD2";0;285.8194
"38229";"FIN-WESa";1;"Men";"<35";1985;"CHD2";0;254.4454
"38230";"FIN-WESa";1;"Men";"<35";1986;"CHD2";0;216.8586
"38231";"FIN-WESa";1;"Men";"<35";1987;"CHD2";0;180.0797
"38232";"FIN-WESa";1;"Men";"<35";1988;"CHD2";0;142.378
"38233";"FIN-WESa";1;"Men";"<35";1989;"CHD2";0;108.301
"38234";"FIN-WESa";1;"Men";"<35";1990;"CHD2";0;71.22146
"38235";"FIN-WESa";1;"Men";"<35";1991;"CHD2";0;31.03146
"38236";"FIN-WESa";1;"Men";"<35";1992;"CHD2";0;2.672343
"38237";"FIN-WESa";1;"Men";"35-44";1982;"CHD2";0;322.0155
"38238";"FIN-WESa";1;"Men";"35-44";1983;"CHD2";1;384.2383
"38239";"FIN-WESa";1;"Men";"35-44";1984;"CHD2";0;389.633
"38240";"FIN-WESa";1;"Men";"35-44";1985;"CHD2";0;388.4736
"38241";"FIN-WESa";1;"Men";"35-44";1986;"CHD2";0;391.313
"38242";"FIN-WESa";1;"Men";"35-44";1987;"CHD2";0;388.9042
"38243";"FIN-WESa";1;"Men";"35-44";1988;"CHD2";0;397.4356
"38244";"FIN-WESa";1;"Men";"35-44";1989;"CHD2";0;399.041
"38245";"FIN-WESa";1;"Men";"35-44";1990;"CHD2";0;393.3543
"38246";"FIN-WESa";1;"Men";"35-44";1991;"CHD2";0;383.7505
"38247";"FIN-WESa";1;"Men";"35-44";1992;"CHD2";0;363.7464
"38248";"FIN-WESa";1;"Men";"35-44";1993;"CHD2";0;323.9176
"38249";"FIN-WESa";1;"Men";"35-44";1994;"CHD2";0;283.345
"38250";"FIN-WESa";1;"Men";"35-44";1995;"CHD2";0;251.8601
"38251";"FIN-WESa";1;"Men";"35-44";1996;"CHD2";0;213.8795
"38252";"FIN-WESa";1;"Men";"35-44";1997;"CHD2";0;177.0797
